"BillableHoursAmount","StaffAbbreviation","BillableHoursDate","MatterName"
"2.5","RAW","2023-05-08","Adam Software, LLC - Company Formation 10907.001"
"0.1","ERH","2023-11-02","Empire Dunk - General 10969.000"
"2.0","JRJ","2020-09-04","Hurst v. Knauf 10028.001"
"2.5","JSM","2022-06-29","L&K REAL ESTATE LLC - Prospect Ave Quiet Title 10770.001"
"0.6","JRJ","2024-09-24","Appraisal Shield - Utah Department of Commerce 10100.002"
"0.5","BPL","2021-06-17","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.2","RAW","2019-11-22","M-D BUILDING PRODUCTS, INC. - Alcot MFG and Supply Agreement 10165.001"
"0.2","ERH","2020-10-15","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Appeal 10384.001"
"0.3","CAJ","2024-02-06","Burnett Equity - General 10101.000"
"0.7","WMJ","2024-05-02","Sweet Tooth Pediatric Dentistry - General 10986.000"
"0.9","DAC","2019-11-06","Pascucci - Wilson Trust Administration 10056.002"
"1.6","TRB","2020-10-26","BBN HOTEL INVESTMENTS LLC - ALOFT Acquisition 10399.001"
"0.7","CNM","2022-06-21","HiVolt Energy LLC - General 10200.000"
"4.7","JRJ","2023-04-21","Ascend Hospitality Group - STANFORD MD Trademark Infringement Litigation 10109.008"
"0.4","AEZ","2020-03-02","Mar-K Specialized Mfg., Inc. - Greg Davis 10005.001"
"0.6","AEZ","2019-10-30","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Regina Gower - 20195045 10009.002"
"1.1","JRJ","2021-01-15","Utex Industries Inc. - Geared Packing Nut Patent 10158.001"
"1.8","JSM","2021-12-21","JCE Developments LLC - General 10429.000"
"0.3","JRJ","2022-05-11","GeoX Energy Inc - General 10191.000"
"1.3","JRJ","2023-02-15","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"3.2","JER","2022-03-24","The Children's Center, Inc. - General 10397.000"
"0.4","RAW","2022-11-02","DeatschWerks LLC - General 10324.000"
"0.5","ERH","2024-06-21","Pivot Project Development LLC - WPA Development Partners 10027.001"
"0.3","JRJ","2024-08-13","Appraisal Shield - State of Illinois 10100.003"
"2.58","TGF","2023-12-19","Foraker Company - Grove Civic Center 10330.005"
"0.3","AEZ","2021-10-20","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.3","AEZ","2023-11-29","Charles Harding - Harding v. Sport Pontoon LLC 10778.001"
"0.5","GNS","2024-11-13","Dodson, Sellers, Wanzer - Chad Ford Litigation 11130.001"
"0.5","JSM","2022-02-14","Peterson v. Brauchie 10620.001"
"5.4","WMJ","2024-07-02","Relativity - General 10991.000"
"3.5","RAW","2019-11-22","Dental Depot - Sub DSO Dentist Acquisitions 10046.003"
"0.4","CNM","2022-12-13","Last Brand, Inc. - Contractor Management 10296.028"
"4.6","CAJ","2023-12-01","Paul Harvatin - General 10908.000"
"0.3","AEZ","2020-02-11","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.7","AEZ","2020-04-13","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.2","JER","2023-03-13","EightTwenty Oklahoma LLC - General 10689.000"
"0.1","AEZ","2024-05-20","Charles Harding - Harding v. Sport Pontoon LLC 10778.001"
"0.6","BPL","2024-05-22","Jasco Products Company, LLC - Mounting Clip 10038.068"
"0.2","RAW","2021-09-21","WDCO NYC 001 LLC - General 10572.000"
"2.6","DAC","2019-12-09","Coon, Bryan - Real Estate planning 10170.001"
"0.8","RAW","2022-08-30","Blaine Dyer - 3333 and OAC Purchase and Sale Agreements 10791.001"
"6.7","JRJ","2022-07-05","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Appeal 10384.001"
"1.2","BPL","2023-05-19","ESHouse 4 LLC - General 10916.000"
"0.3","AEZ","2021-01-27","LaurThom Inc. - FLSA Audit 10128.001"
"0.8","TRB","2022-09-09","TheXPlace, Inc - General 10404.000"
"0.5","RAW","2024-01-09","LIBERTYBELLOK LLC - General 10920.000"
"2.7","JER","2020-04-03","Welcome Home Adult Day Care LLC - Restructure 10266.001"
"2.9","JSM","2022-10-25","Boundless Hospitality LLC - General 10771.000"
"1.2","AEZ","2021-10-05","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.5","AEZ","2021-07-08","Robinson Park - General 10469.000"
"0.8","BPL","2022-04-21","DeatschWerks LLC - General 10324.000"
"0.1","AEZ","2024-01-25","Legacy Cryogenic Transportation - General 10186.000"
"0.1","AEZ","2024-05-21","First Security Bank - General 10248.000"
"1.6","BPL","2020-09-23","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.9","TRB","2021-06-02","Last Brand, Inc. - General 10296.000"
"1.6","RAW","2024-12-18","OPERATIONREADYMIX LLC - General 10742.000"
"0.4","JRJ","2021-04-01","Utex Industries Inc. - General 10158.000"
"0.7","JRJ","2023-11-07","Ascend Hospitality Group - Company Restructure 10109.009"
"2.8","JRJ","2024-02-15","Z-Tex Safety, LLC - Provision Patent Application 11014.001"
"0.5","JER","2021-10-18","Compellier - GC2 General 10552.000"
"0.4","TRB","2021-03-16","Last Brand, Inc. - Entity Renewal and Reinstatement 10296.004"
"0.7","AEZ","2022-01-06","Grissom, Clay - General 10632.000"
"0.1","AEZ","2022-01-28","Radio & TV Experts, LLC - General 10007.000"
"1.2","CNM","2022-03-22","Jeldy, Frank - JRTW Real Estate LLC - Real Estate Purchase Negotiation 10708.001"
"0.2","AEZ","2019-10-29","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Regina Gower - 20195045 10009.002"
"1.5","AEZ","2020-01-31","UHS of Delaware Inc - Shadow Mountain Behavioral Health System, LLC 201700349 - T. Keener 10009.003"
"3.0","JER","2023-04-17","PRAIRIE NAV FUND - Private Placement 10764.001"
"0.1","ERH","2020-05-08","Royal-Grow Products, LLC v. EST Inc. 10213.001"
"0.3","TRB","2021-08-10","Iced Tea LLC - Tower Theater 10143.001"
"2.0","TGF","2024-12-27","HALONA ONE LLC - PPM 11031.001"
"0.2","TRB","2021-03-30","JRE GOLF CARS LLC - Opinion Letter 10465.001"
"1.0","ERH","2024-04-02","Mike Vance - General 11012.000"
"0.7","RAW","2020-08-03","amshot LLC - General 10132.000"
"0.8","RAW","2021-06-14","DeatschWerks LLC - General 10324.000"
"0.7","JRJ","2024-11-15","WDCO VENTURES LLC - General 10648.000"
"2.5","AEZ","2024-04-19","Dulaney's, Inc. - Corporate 10204.001"
"0.2","RAW","2023-09-13","Legacy Cryogenic Transportation - General 10186.000"
"0.4","ERH","2022-08-09","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"1.0","JRJ","2023-06-01","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.4","RAW","2021-07-13","Preserve at Covell HOA - General 10026.002"
"2.5","JSM","2022-08-15","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.2","BPL","2024-06-05","K&J Construction - Upland Exploration Lien 10171.005"
"0.4","AEZ","2021-12-02","Radian, L.L.C. v. Radiance Medical Aesthetics LLC 10550.002"
"0.8","JRJ","2019-12-10","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"0.5","TRB","2021-12-01","MAJESTIC ENERGY SOLUTIONS, LLC - Consulting Agreement 10732.001"
"2.8","RAW","2019-12-09","VonAllmen Capital Partners - River City 10177.001"
"0.5","RAW","2020-04-17","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"3.5","WMJ","2024-03-04","FX Replay - General 10984.000"
"0.2","BPL","2022-02-16","eGravity Software Solutions - FLMIC Dispute 10235.003"
"2.2","AEZ","2023-03-10","amshot LLC - General 10132.000"
"2.9","DAC","2021-10-05","TEP Govt Real EST Fund II, LLC - General 10589.000"
"0.7","JER","2022-08-02","HiVolt Energy Holdings LLC - General 10662.000"
"2.2","JSM","2022-09-30","MSA Investors, LLC - General 10802.000"
"4.1","JSM","2023-04-24","5ANDWAL, LLC - Operating Agreement 10839.001"
"0.1","AEZ","2020-11-23","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"2.2","JRJ","2021-11-12","Wonderfully Made Foundation - Department of Education Litigation 10559.001"
"0.7","ERH","2023-09-28","Carlton Landing Enterprises, LLC - Project Management Agreement 10964.001"
"0.2","AEZ","2021-12-28","Peterson v. Brauchie 10620.001"
"1.6","RAW","2024-06-24","New Files Holding 10000.000"
"1.0","ERH","2020-06-09","Harveys13th LLC - General 10107.000"
"1.3","DAC","2021-09-15","Green Leaf Pharmaceutical LLC - Kola ORG LLC - Asset Sale 2021 10601.001"
"2.0","TRB","2021-11-15","Tina Sorenson - Estate Plan 10606.001"
"1.2","ERH","2021-09-17","TEP Govt Real EST Fund II, LLC - General 10589.000"
"0.2","AEZ","2024-03-11","Last Brand, Inc. - General 10296.000"
"0.9","BPL","2022-06-30","Appraisal Shield - General 10100.000"
"0.5","RAW","2022-03-28","Compellier - GC2 General 10552.000"
"2.8","RAW","2023-02-14","Boundless Hospitality LLC - The Elm at the Half 10771.001"
"3.5","JER","2024-02-13","HiVolt Energy Holdings LLC - General 10662.000"
"1.3","CAJ","2025-03-03","HALONA ONE LLC - PPM 11031.001"
"2.5","JER","2024-08-13","The Children's Center, Inc. - General 10397.000"
"0.1","AEZ","2022-12-05","Holtkamp Petersen Enterprises, Inc. - Thompson 10797.001"
"0.3","RAW","2023-11-03","Boundless Hospitality LLC - General 10771.000"
"0.3","AEZ","2024-02-07","Inspire Specialty Hospital - Longevity Health Plan 10949.001"
"4.0","JER","2023-04-07","PRAIRIE NAV FUND - Private Placement 10764.001"
"1.3","RAW","2023-07-31","WD ADVENTURE DISTRICT LLC - General 10901.000"
"1.5","AEZ","2025-03-06","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"0.2","ERH","2023-03-13","SAMHAMILTON LLC - Company Formation 10870.001"
"4.2","BPL","2019-10-09","Jasco Products Company, LLC - Outlet Tap with Night Light 10038.006"
"2.5","DAC","2019-11-22","Dental Depot - Corporate General 10046.000"
"0.1","AEZ","2024-08-06","ONEYETMANY LLC - Spiked Litigation 10094.014"
"1.3","JSM","2022-12-13","Skirvin Hotel Investment LLC - Acquisition 10811.001"
"0.7","DAC","2020-05-11","Harding Family LLC - Note and Mortgage 10283.001"
"0.2","BPL","2022-11-22","Asher Oilfield Specialty, LLC - Raw Crude O&G Collections (HOLD ALL) 10021.004"
"1.1","DAC","2020-06-26","Ederer, Austin - Employment Contract Review and Advising 10328.001"
"0.3","JSM","2021-12-13","Arcosa, Inc. - General 10458.000"
"0.7","RAW","2023-09-22","Lucky Fat Cat LLC - General 10959.000"
"0.8","RAW","2023-05-24","Adam Software, LLC - Company Formation 10907.001"
"1.0","WMJ","2024-03-04","By.Everyone - Company Formation 11046.001"
"3.2","DAC","2020-09-14","Dental Depot - Corporate General 10046.000"
"2.4","TRB","2022-05-09","Pegasus EHS, LLC, vs. MHT Consulting, et.al. 10683.002"
"2.6","BPL","2020-06-26","Jasco Products Company, LLC - Remote Control-2 10038.025"
"1.0","TRB","2021-05-19","Last Brand, Inc. - General 10296.000"
"0.8","TRB","2022-08-09","ONEOK - General 10756.000"
"0.7","ERH","2024-03-18","OPERATIONREADYMIX LLC - COFO 10742.001"
"0.1","AEZ","2023-08-15","Medley Material Handling, Inc - Employee Handbook & Policies 10175.002"
"1.4","RAW","2024-05-13","IDS-Innovative Dispense Solutions - General 10973.000"
"3.9","DAC","2021-04-28","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.8","JRJ","2021-08-17","GeoX Energy Inc - Draft Provisional Patent Applications 10191.003"
"0.3","AEZ","2022-07-15","Hoss Directional Services, Inc. - John Williams Age Discrimination 10709.001"
"0.1","AEZ","2024-02-09","amshot LLC - Litigation 10132.002"
"0.2","CAJ","2023-03-23","Ascend Hospitality Group - AQUA TERRA 10109.003"
"0.8","AEZ","2022-05-02","Peterson v. Brauchie 10620.001"
"1.0","JSM","2022-03-17","New Files Holding 10000.000"
"1.3","JRJ","2023-06-27","Adam Software, LLC - General 10907.000"
"0.3","ERH","2021-09-08","Last Brand, Inc. - Fundraising Due Diligence and Disclosure Schedules 10296.019"
"0.2","RAW","2022-04-11","OPERATIONREADYMIX LLC - General 10742.000"
"0.3","CAJ","2023-07-18","Cameron Clifford, DDS, PLLC - General 10893.000"
"1.1","AEZ","2022-03-29","Hoss Directional Services, Inc. - John Williams Age Discrimination 10709.001"
"0.6","ERH","2024-03-05","GC RAD, LLC - Company Formation 11094.001"
"1.2","CNM","2022-08-03","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.2","JRJ","2024-03-12","Darby, Gina - Dept of Education Action Corrected 10776.002"
"3.2","JSM","2021-12-28","Compellier - GC2 General 10552.000"
"0.8","RAW","2020-02-12","Candor PR - General 10252.000"
"3.5","CAJ","2024-04-29","Burnett Equity - Magnolia Building 10101.003"
"4.3","JRJ","2024-05-06","Darby, Gina - Dept of Education Action Corrected 10776.002"
"2.2","ASW","2024-11-15","Choncey Bradford - ODE litigation 10927.001"
"0.3","RAW","2020-10-27","First Security Bank - Patricia Adams Demand 10248.002"
"2.5","TGF","2024-12-13","MASSIE GROUP LLC - JR Sand 11056.003"
"0.2","AEZ","2023-06-16","Bennett Construction, Inc. - General 10122.000"
"0.5","AEZ","2020-03-30","Spencer Enterprises, Inc - Pamela Blackwell 10268.001"
"0.2","BPL","2022-08-19","Donnie and Treasa Roper - Prepare Access Easement 10762.001"
"0.7","BPL","2024-04-30","Apex MWD LLC - General 10716.000"
"0.3","AEZ","2020-09-16","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.2","TRB","2022-03-01","MHT Consulting LLC - General 10683.000"
"0.6","ERH","2022-04-18","AVH Holdings LLC - S. Central Ave. RE Purchase Agreement 10067.003"
"1.8","RAW","2023-06-22","The Academy - General 10258.000"
"0.2","BPL","2023-02-20","Resistol Services, LLC - General 10053.000"
"0.8","JRJ","2023-05-17","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.2","DAC","2020-02-04","Dental Depot - Corporate General 10046.000"
"2.3","JER","2020-06-03","Triton Value Partners SW, LLC - GC2 10095.000"
"1.0","AEZ","2023-11-02","Cayla Danielle Dysart - Custody 10902.001"
"3.9","JRJ","2023-12-13","Ascend Hospitality Group - General 10109.000"
"2.3","ERH","2021-03-31","Hurst v. Knauf 10028.001"
"0.6","WMJ","2024-06-04","Rebecca Martin - General 11107.000"
"1.8","TRB","2021-08-16","VonAllmen Capital Partners - Marshall County Acquisition 10177.004"
"0.6","ERH","2022-06-07","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.2","JRJ","2024-07-18","amshot LLC - General 10132.000"
"2.2","BPL","2022-07-27","DeatschWerks LLC - General 10324.000"
"5.3","JRJ","2022-04-26","Utex Industries Inc. - Composite BX Ring Patent Application 10158.014"
"3.0","JER","2022-04-20","Comma Insurance - Celebrity Transaction 10203.002"
"0.6","RAW","2022-08-22","301 132nd Street LLC - General 10242.000"
"0.5","TRB","2020-08-24","Booker Creek Investments LLC - Company Formation 10347.001"
"0.8","JRJ","2022-01-17","Utex Industries Inc. - Check Valve with Cage Provisional 10158.006"
"2.8","JSM","2022-06-22","Foraker Company - Grove Civic Center 10330.005"
"0.6","ERH","2022-01-13","Preserve at Covell HOA - General 10026.002"
"2.4","JRJ","2023-02-22","Moore Primary Care Inc. - Contract Termination 10070.003"
"0.4","BPL","2020-11-03","DoubleBarrel Downhole Technologies - General 10090.000"
"0.5","RAW","2021-08-18","Tulsa DT Hotel Investment, LLC - Gateway Opinion Letter 10447.005"
"1.3","RAW","2022-10-26","WDCO NYC 001 LLC - General 10572.000"
"2.7","JRJ","2020-07-08","Crown Cannabis - Trademark Protection 10333.001"
"0.2","RAW","2019-10-14","ONEYETMANY LLC - Alori Chanel Lease 10094.001"
"0.3","JRJ","2021-11-17","Moore Primary Care Inc. - Contract Termination 10070.003"
"4.5","JSM","2023-04-27","555 Peoria LLC - General 10792.000"
"0.6","ERH","2023-05-19","Radio & TV Experts, LLC - RATE v. Cousineau 10007.006"
"1.5","JER","2020-06-29","MATTHEWS PLUMBING AND UTILITIES LLC - Mallet Plumbing Asset Purchase 10240.002"
"2.8","ERH","2021-06-23","Creekside Village, L.P. - Ch. 11 proceeding 10197.002"
"0.6","RAW","2021-11-19","REAL ESTATE DEVELOPMENT INC - General 10634.000"
"0.2","JRJ","2019-11-27","Lighthouse Health Care - OHCA Litigation 10069.001"
"0.5","DAC","2020-02-17","JCR HOLDINGS LLC - General 10238.000"
"0.8","ERH","2022-06-10","Lucerna Company, LLC - General 10286.000"
"6.4","JRJ","2023-08-03","WDCO VENTURES LLC - General 10648.000"
"0.3","DAC","2021-05-20","Bricktown Event Catering - Shuttered Venue Operator's Grant 10513.001"
"0.1","ERH","2023-02-06","Last Brand, Inc. - General 10296.000"
"3.6","TRB","2022-07-14","ONEOK - General 10756.000"
"2.5","JER","2020-12-02","New Files Holding 10000.000"
"1.2","ERH","2022-06-28","HEATH COLEMAN OPPORTUNITY ZONE FUND LLC - General 10667.000"
"0.1","AEZ","2025-03-06","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"2.3","BPL","2021-07-20","Access Downhole, LLC - IP 10014.001"
"0.1","ERH","2023-07-07","Legacy Cryogenic Transportation - General 10186.000"
"0.5","TRB","2021-03-05","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"0.6","ERH","2023-06-05","ONETWOONETWO LLC - General 10133.000"
"0.6","RAW","2020-08-12","Pivot Project Development LLC - WPA Development Partners 10027.001"
"0.2","ERH","2021-07-06","Iron Star LLC - Foreign Entity Qualification 10307.002"
"2.4","BPL","2019-10-22","Custom Wood Fiber - Cedar Bedding Patent 10024.001"
"0.4","TRB","2021-07-27","Deacon Lumber Company - Barnett Corp. Contract Assumption 10568.001"
"0.5","RAW","2022-08-24","Boundless Hospitality LLC - General 10771.000"
"0.2","BPL","2021-08-17","Mash LLC - General 10229.000"
"0.4","AEZ","2023-08-02","Robinson Park - General 10469.000"
"1.8","AEZ","2021-09-22","Radian, L.L.C. v. Radiance Medical Aesthetics LLC 10550.002"
"0.1","AEZ","2024-05-13","WilkinGuttenplan - S. Medford Charge of Discrimination 11061.001"
"2.5","JER","2021-10-22","Triton Value Partners SW, LLC - GC2 10095.000"
"1.1","JER","2022-06-21","J&J HUDSON LLC - OZ Business Formation 10729.001"
"0.5","WMJ","2024-04-02","Tatco Construction - General 10966.000"
"0.1","DAC","2021-12-07","Koda Crossfit Deer Creek LLC - Property Purchase 2021 10544.001"
"2.5","AEZ","2022-04-06","Hoss Directional Services, Inc. - John Williams Age Discrimination 10709.001"
"1.0","TGF","2024-02-14","Price, Jeff - General 10516.000"
"3.1","RAW","2020-03-03","MATTHEWS PLUMBING AND UTILITIES LLC - Mallet Plumbing Asset Purchase 10240.002"
"0.5","DAC","2021-04-09","Reno Holdings LLC - Ziggyz Pharms LLC Foreclosure 10506.001"
"0.8","RAW","2025-02-27","WD ADVENTURE DISTRICT LLC - General 10901.000"
"0.2","AEZ","2024-02-23","Santiago-Brennan McDonald's, Inc. - Latonya M. Christian EEOC Claim 10934.002"
"0.7","ERH","2023-04-27","Last Brand, Inc. - Fundraising Due Diligence and Disclosure Schedules 10296.019"
"0.6","AEZ","2020-01-16","Samco Enterprises, Inc. - Frisby, Tim 10008.001"
"1.2","JER","2023-01-04","The Children's Center, Inc. - Bethany Children's Health Center - Litigation 10397.004"
"0.2","AEZ","2025-02-11","Greg McAlister - Advanced Fiberglass Litigation 11129.008"
"2.1","JSM","2022-10-03","MSA Investors, LLC - General 10802.000"
"0.2","ERH","2021-04-07","Creekside Village, L.P. - American Benefit Life Insurance Company 10197.001"
"2.8","JRJ","2023-02-24","Kiamichi Youth Services for McCurtain County, Inc. - Review of DHS Rules as to Kiamichi 10868.001"
"0.3","AEZ","2023-12-12","Santiago-Brennan McDonald's, Inc. - EEOC Charge of Discrimination 10934.001"
"0.5","ERH","2024-12-12","Rapid Holdings LLC - General 11193.000"
"1.5","WMJ","2023-12-04","Tatco Construction - General 10966.000"
"0.1","AEZ","2020-08-21","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"2.2","JSM","2021-10-27","HiVolt Energy LLC - Security and Service Document Project 10200.002"
"4.0","JER","2021-10-05","C&M OZ FUND LLC - Opportunity Zone Fund 10602.001"
"0.4","RAW","2021-08-11","GFO COMPANIES LLC - Pasteur Flats OZ Fund 10610.001"
"0.7","TRB","2021-12-16","TheXPlace, Inc - General 10404.000"
"0.3","BPL","2021-01-15","Asher Oilfield Specialty, LLC - Alta Mesa Bankruptcy 10021.001"
"0.1","AEZ","2024-12-04","Radio & TV Experts, LLC - General 10007.000"
"1.8","BPL","2020-03-24","Shellback General Contracting Co. - Haus de Lux, et al 10057.002"
"0.7","AEZ","2025-03-11","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"0.2","AEZ","2022-10-31","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.9","RAW","2022-08-11","Taoshaus, LLC - Company Formation 10781.001"
